[15:32:05] [ServerMain/INFO]: Building unoptimized datafixer
[15:32:08] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[15:32:14] [ServerMain/INFO]: Loaded 7 recipes
[15:32:14] [ServerMain/INFO]: Loaded 1179 advancements
[15:32:18] [Server thread/INFO]: Starting minecraft server version 1.19
[15:32:18] [Server thread/INFO]: Loading properties
[15:32:18] [Server thread/INFO]: Default game type: SURVIVAL
[15:32:18] [Server thread/INFO]: Generating keypair
[15:32:19] [Server thread/INFO]: Starting Minecraft server on *:50301
[15:32:19] [Server thread/INFO]: Using epoll channel type
[15:32:19] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[15:32:19] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[15:32:19] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[15:32:19] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[15:32:19] [Server thread/INFO]: Preparing level "world"
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:34] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:35] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:36] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:27:37] [Server thread/INFO]: [@: Applied effect Mining Fatigue to jpegslash]
[16:28:03] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:34:32] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:34:49] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:34:54] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 3140ms or 62 ticks behind
[16:36:38] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:36:49] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:39:23] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 25978ms or 519 ticks behind
[16:39:24] [Server thread/WARN]: jpegslash moved too quickly! -8.820401544675406,0.0625,-4.740327114813795
[16:42:59] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 4209ms or 84 ticks behind
[16:43:14] [Server thread/INFO]: Scanning for legacy world dragon fight...
[16:43:14] [Server thread/INFO]: Found that the dragon has not yet been killed in this world.
[16:43:16] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:43:19] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 4433ms or 88 ticks behind
[16:43:22] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:45:02] [Server thread/INFO]: jpegslash fell out of the world
[16:45:02] [Server thread/INFO]: [jpegslash: Killed jpegslash]
[16:45:46] [Server thread/INFO]: [jpegslash: Reset [Mortes] for jpegslash]
[16:47:06] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:47:15] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:47:26] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:47:38] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:47:39] [Server thread/INFO]: [jpegslash: Set own game mode to Spectator Mode]
[16:47:57] [Server thread/INFO]: [jpegslash: Set own game mode to Creative Mode]
[16:48:02] [Server thread/WARN]: jpegslash moved too quickly! 2.8572476900612855,0.0,-10.198514787347989
[16:48:50] [Server thread/INFO]: jpegslash lost connection: Disconnected
[16:48:50] [Server thread/INFO]: jpegslash left the game
[16:48:54] [Server thread/INFO]: Stopping the server
[16:48:54] [Server thread/INFO]: Stopping server
[16:48:54] [Server thread/INFO]: Saving players
[16:48:54] [Server thread/INFO]: Saving worlds
[16:48:57] [Server thread/INFO]: Saving chunks for level 'ServerLevel[New World]'/minecraft:overworld
[16:48:57] [Server thread/INFO]: Saving chunks for level 'ServerLevel[New World]'/minecraft:the_nether
[16:48:57] [Server thread/INFO]: Saving chunks for level 'ServerLevel[New World]'/minecraft:the_end
[16:48:57] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[16:48:57] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[16:48:57] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[16:48:57] [Server thread/INFO]: ThreadedAnvilChunkStorage: All dimensions are saved
